# Logic delay by BEL and arc, generated by LogicDelayTable
# Pins are BEL pins.
# Delays are the slow corner, worst over rise and fall, in picoseconds.
# 'prop' arcs are propagation delays; 'setup', 'hold', 'recovery' and
# 'removal' are the requirements that bound a path rather than delays along it.
# bel from_pin to_pin kind slow_max_ps slow_min_ps samples ref_name

logic_delay
BUFGCE.BUFCE I O1 prop 78 63 1 BUFGCE
DSP58.DSP_ALUADD Y_17_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_41_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_42_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_43_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_44_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_45_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_46_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_47_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_48_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_49_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_50_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_51_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_52_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_53_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_54_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_55_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_56_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ ALU_OUT_57_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ COUT_3_ prop 345 113 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_17_ MULTSIGN_ALU prop 342 121 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_18_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_19_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_20_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_21_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_22_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_23_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_41_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_42_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_43_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_44_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_45_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_46_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_47_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_48_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_49_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_50_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_51_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_52_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_53_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_54_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_55_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_56_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ ALU_OUT_57_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ COUT_3_ prop 345 113 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_18_ MULTSIGN_ALU prop 342 121 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_19_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_20_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_21_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_22_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_23_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_41_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_42_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_43_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_44_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_45_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_46_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_47_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_48_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_49_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_50_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_51_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_52_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_53_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_54_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_55_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_56_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ ALU_OUT_57_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ COUT_3_ prop 345 113 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_19_ MULTSIGN_ALU prop 342 121 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_10_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_11_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_12_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_13_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_14_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_15_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_16_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_17_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_18_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_19_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_1_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_20_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_21_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_22_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_23_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_24_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_25_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_26_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_27_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_28_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_29_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_2_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_30_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_31_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_32_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_33_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_34_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_35_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_36_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_37_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_38_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_39_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_3_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_40_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_41_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_42_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_43_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_44_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_45_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_46_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_47_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_48_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_49_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_4_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_50_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_51_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_52_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_53_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_54_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_55_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_56_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_57_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_5_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_6_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_7_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_8_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ ALU_OUT_9_ prop 343 111 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ COUT_3_ prop 345 113 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_1_ MULTSIGN_ALU prop 342 121 552 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_20_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_21_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_22_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_23_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_41_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_42_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_43_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_44_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_45_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_46_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_47_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_48_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_49_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_50_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_51_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_52_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_53_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_54_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_55_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_56_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ ALU_OUT_57_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ COUT_3_ prop 345 113 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_20_ MULTSIGN_ALU prop 342 121 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_21_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_22_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_23_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_41_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_42_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_43_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_44_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_45_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_46_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_47_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_48_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_49_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_50_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_51_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_52_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_53_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_54_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_55_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_56_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ ALU_OUT_57_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ COUT_3_ prop 345 113 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_21_ MULTSIGN_ALU prop 342 121 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_22_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_23_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_24_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_25_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_26_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_27_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_28_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_29_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_30_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_31_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_32_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_33_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_34_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_35_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_36_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_37_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_38_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_39_ prop 343 111 553 DSP_ALUADD
DSP58.DSP_ALUADD Y_22_ ALU_OUT_40_ prop 343 111 553 DSP_ALUADD
